Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene stable ID version	Gene name
ENSG00000196433	X	1733894	1761974	ENSG00000196433.7	ASMT
ENSG00000196436	16	74411776	74425978	ENSG00000196436.7	NPIPB15
ENSG00000196437	19	37902057	37960177	ENSG00000196437.6	ZNF569
ENSG00000196440	X	100673275	100788446	ENSG00000196440.7	ARMCX4
ENSG00000196449	1	38268616	38273857	ENSG00000196449.3	YRDC
ENSG00000196453	7	149128454	149158214	ENSG00000196453.7	ZNF777
ENSG00000196455	3	130397779	130465673	ENSG00000196455.3	PIK3R4
ENSG00000196456	7	150065879	150109558	ENSG00000196456.4	ZNF775
ENSG00000196458	12	133498019	133532892	ENSG00000196458.6	ZNF605
ENSG00000196460	2	102013823	102091165	ENSG00000196460.8	RFX8
ENSG00000196465	12	56546040	56553431	ENSG00000196465.6	MYL6B
ENSG00000196466	19	12500830	12512085	ENSG00000196466.6	ZNF799
ENSG00000196468	X	76709648	76712769	ENSG00000196468.5	FGF16
ENSG00000196470	16	48390275	48482313	ENSG00000196470.7	SIAH1
ENSG00000196475	4	80327508	80329372	ENSG00000196475.4	GK2
ENSG00000196476	20	251504	271390	ENSG00000196476.7	C20orf96
ENSG00000196482	1	216676588	217311097	ENSG00000196482.12	ESRRG
ENSG00000196497	14	24649425	24658170	ENSG00000196497.11	IPO4
ENSG00000196498	12	124808961	125052135	ENSG00000196498.9	NCOR2
ENSG00000196502	16	28616903	28634946	ENSG00000196502.7	SULT1A1
ENSG00000196503	4	57371509	57390614	ENSG00000196503.2	ARL9
ENSG00000196504	2	153508107	153574511	ENSG00000196504.11	PRPF40A
ENSG00000196505	1	118406107	118472253	ENSG00000196505.6	GDAP2
ENSG00000196507	X	102862379	102884618	ENSG00000196507.6	TCEAL3
ENSG00000196510	12	110810705	110841535	ENSG00000196510.8	ANAPC7
ENSG00000196511	7	144149034	144533488	ENSG00000196511.9	TPK1
ENSG00000196517	1	44457172	44497139	ENSG00000196517.7	SLC6A9
ENSG00000196526	4	7760441	7941653	ENSG00000196526.6	AFAP1
ENSG00000196531	12	57106212	57125412	ENSG00000196531.6	NACA
ENSG00000196532	6	26045639	26046097	ENSG00000196532.4	HIST1H3C
ENSG00000196533	1	206238872	206288647	ENSG00000196533.6	C1orf186
ENSG00000196535	17	27400528	27507430	ENSG00000196535.10	MYO18A
ENSG00000196539	1	248636627	248637634	ENSG00000196539.2	OR2T3
ENSG00000196542	3	161062580	161090668	ENSG00000196542.4	SPTSSB
ENSG00000196544	17	8091652	8093564	ENSG00000196544.6	C17orf59
ENSG00000196547	15	91445448	91465814	ENSG00000196547.10	MAN2A2
ENSG00000196549	3	154741913	154901497	ENSG00000196549.6	MME
ENSG00000196550	1	206136916	206155151	ENSG00000196550.6	FAM72A
ENSG00000196557	16	1203241	1271771	ENSG00000196557.6	CACNA1H
ENSG00000196562	20	46285092	46415360	ENSG00000196562.10	SULF2
ENSG00000196565	11	5274420	5667019	ENSG00000196565.8	HBG2
ENSG00000196569	6	129204342	129837714	ENSG00000196569.7	LAMA2
ENSG00000196570	5	176827108	176827637	ENSG00000196570.2	PFN3
ENSG00000196576	22	50713408	50746056	ENSG00000196576.10	PLXNB2
ENSG00000196578	3	97806017	97806946	ENSG00000196578.4	OR5AC2
ENSG00000196581	1	4714792	4852594	ENSG00000196581.6	AJAP1
ENSG00000196584	7	152341864	152373250	ENSG00000196584.2	XRCC2
ENSG00000196586	6	76458909	76629254	ENSG00000196586.9	MYO6
ENSG00000196588	22	40806285	41032706	ENSG00000196588.10	MKL1
ENSG00000196591	6	114254192	114332472	ENSG00000196591.7	HDAC2
ENSG00000196597	9	99578754	99637905	ENSG00000196597.7	ZNF782
ENSG00000196600	11	62931248	62997124	ENSG00000196600.8	SLC22A25
ENSG00000196604	2	130831108	130886795	ENSG00000196604.7	POTEF
ENSG00000196605	19	9862669	9903856	ENSG00000196605.3	ZNF846
ENSG00000196611	11	102660651	102668891	ENSG00000196611.4	MMP1
ENSG00000196616	4	100226121	100242558	ENSG00000196616.8	ADH1B
ENSG00000196620	4	69512348	69536346	ENSG00000196620.4	UGT2B15
ENSG00000196622	22	20456003	20461786	ENSG00000196622.6	RIMBP3
ENSG00000196628	18	52889562	53332018	ENSG00000196628.9	TCF4
ENSG00000196632	X	54219256	54385075	ENSG00000196632.6	WNK3
ENSG00000196636	7	96745902	96811075	ENSG00000196636.7	ACN9
ENSG00000196639	3	11178779	11305243	ENSG00000196639.6	HRH1
ENSG00000196642	9	139702374	139735639	ENSG00000196642.11	RABL6
ENSG00000196646	19	12273879	12300064	ENSG00000196646.7	ZNF136
ENSG00000196652	7	99102274	99132323	ENSG00000196652.7	ZKSCAN5
ENSG00000196653	3	44754135	44765323	ENSG00000196653.7	ZNF502
ENSG00000196655	11	118889142	118896164	ENSG00000196655.5	TRAPPC4
ENSG00000196659	2	178413726	178417742	ENSG00000196659.9	TTC30B
ENSG00000196660	1	219858769	220131989	ENSG00000196660.6	SLC30A10
ENSG00000196661	11	124266278	124267264	ENSG00000196661.3	OR8B3
ENSG00000196663	14	102829300	102968818	ENSG00000196663.11	TECPR2
ENSG00000196664	X	12885202	12908499	ENSG00000196664.4	TLR7
ENSG00000196666	11	47608198	47610746	ENSG00000196666.3	FAM180B
ENSG00000196670	5	180274611	180288286	ENSG00000196670.9	ZFP62
ENSG00000196678	16	20791515	20911671	ENSG00000196678.9	ERI2
ENSG00000196683	7	22852251	22862470	ENSG00000196683.6	TOMM7
ENSG00000196689	17	3468738	3500392	ENSG00000196689.6	TRPV1
ENSG00000196693	10	43084555	43133992	ENSG00000196693.10	ZNF33B
ENSG00000196700	20	62588055	62680113	ENSG00000196700.3	ZNF512B
ENSG00000196704	17	66243715	66253297	ENSG00000196704.7	AMZ2
ENSG00000196705	19	21324827	21373034	ENSG00000196705.4	ZNF431
ENSG00000196711	8	53446597	53478067	ENSG00000196711.4	FAM150A
ENSG00000196712	17	29421945	29709134	ENSG00000196712.12	NF1
ENSG00000196715	7	65338254	65424550	ENSG00000196715.5	VKORC1L1
ENSG00000196724	19	58433252	58446761	ENSG00000196724.8	ZNF418
ENSG00000196730	9	90112143	90323548	ENSG00000196730.8	DAPK1
ENSG00000196734	1	152784447	152785585	ENSG00000196734.6	LCE1B
ENSG00000196735	6	32595956	32614839	ENSG00000196735.7	HLA-DQA1
ENSG00000196739	9	116917840	117074791	ENSG00000196739.10	COL27A1
ENSG00000196741	X	47342970	47344207	ENSG00000196741.3	CXorf24
ENSG00000196743	5	150591711	150650001	ENSG00000196743.4	GM2A
ENSG00000196747	6	27775899	27776429	ENSG00000196747.3	HIST1H2AI
ENSG00000196748	6	35744371	35747329	ENSG00000196748.5	CLPSL2
ENSG00000196754	1	153533584	153540366	ENSG00000196754.6	S100A2
ENSG00000196757	19	12035883	12061588	ENSG00000196757.3	ZNF700
ENSG00000196767	X	82763269	82764775	ENSG00000196767.4	POU3F4
ENSG00000196772	1	247978102	247979031	ENSG00000196772.3	OR14A16
ENSG00000196774	9	67926761	67969840	ENSG00000196774.3	ANKRD20A1
ENSG00000196776	3	107762145	107809872	ENSG00000196776.10	CD47
ENSG00000196778	11	4510109	4511138	ENSG00000196778.2	OR52K1
ENSG00000196781	9	84198598	84304220	ENSG00000196781.9	TLE1
ENSG00000196782	4	140637907	141075338	ENSG00000196782.8	MAML3
ENSG00000196787	6	27100832	27103070	ENSG00000196787.2	HIST1H2AG
ENSG00000196792	14	31363005	31495607	ENSG00000196792.7	STRN3
ENSG00000196793	10	44051792	44070066	ENSG00000196793.9	ZNF239
ENSG00000196805	1	153042700	153113927	ENSG00000196805.6	SPRR2B
ENSG00000196811	2	233404437	233411113	ENSG00000196811.7	CHRNG
ENSG00000196812	6	28092338	28097860	ENSG00000196812.4	ZSCAN16
ENSG00000196814	9	129089128	129269320	ENSG00000196814.10	MVB12B
ENSG00000196821	6	34555065	34664636	ENSG00000196821.5	C6orf106
ENSG00000196832	14	20665495	20666605	ENSG00000196832.3	OR11G2
ENSG00000196834	2	131217028	131267239	ENSG00000196834.7	POTEI
ENSG00000196839	20	43248163	43280874	ENSG00000196839.8	ADA
ENSG00000196843	2	97202480	97218375	ENSG00000196843.11	ARID5A
ENSG00000196844	11	125646008	125648714	ENSG00000196844.4	PATE2
ENSG00000196850	12	110969120	111021125	ENSG00000196850.4	PPTC7
ENSG00000196859	17	39114669	39123144	ENSG00000196859.3	KRT39
ENSG00000196860	14	58862634	58875419	ENSG00000196860.3	TOMM20L
ENSG00000196862	2	108443388	108507297	ENSG00000196862.8	RGPD4
ENSG00000196865	10	115614420	115676953	ENSG00000196865.4	NHLRC2
ENSG00000196866	6	26199079	26199471	ENSG00000196866.2	HIST1H2AD
ENSG00000196867	19	57050317	57068169	ENSG00000196867.3	ZFP28
ENSG00000196872	2	99410309	99552722	ENSG00000196872.6	KIAA1211L
ENSG00000196873	9	70856397	70914929	ENSG00000196873.11	CBWD3
ENSG00000196876	12	51984050	52206648	ENSG00000196876.9	SCN8A
ENSG00000196878	1	209788215	209825811	ENSG00000196878.8	LAMB3
ENSG00000196890	1	228645808	228646259	ENSG00000196890.3	HIST3H2BB
ENSG00000196900	5	125967414	125971979	ENSG00000196900.4	C5orf48
ENSG00000196911	6	117002350	117063029	ENSG00000196911.5	KPNA5
ENSG00000196914	11	120207787	120360645	ENSG00000196914.4	ARHGEF12
ENSG00000196917	12	123104824	123215390	ENSG00000196917.4	HCAR1
ENSG00000196923	5	176910395	176924607	ENSG00000196923.9	PDLIM7
ENSG00000196924	X	153576892	153603006	ENSG00000196924.10	FLNA
ENSG00000196932	10	63166401	63213208	ENSG00000196932.7	TMEM26
ENSG00000196935	12	64238073	64541613	ENSG00000196935.4	SRGAP1
ENSG00000196937	7	120988905	121036418	ENSG00000196937.6	FAM3C
ENSG00000196943	14	24769068	24778330	ENSG00000196943.8	NOP9
ENSG00000196944	1	248524883	248525929	ENSG00000196944.3	OR2T4
ENSG00000196946	12	8290733	8341133	ENSG00000196946.5	ZNF705A
ENSG00000196950	2	196440701	196602426	ENSG00000196950.9	SLC39A10
ENSG00000196954	11	104813593	104840163	ENSG00000196954.8	CASP4
ENSG00000196961	19	50270225	50310370	ENSG00000196961.8	AP2A1
ENSG00000196963	5	140560980	140565793	ENSG00000196963.2	PCDHB16
ENSG00000196966	6	26225383	26225844	ENSG00000196966.3	HIST1H3E
ENSG00000196967	19	37597636	37663643	ENSG00000196967.6	ZNF585A
ENSG00000196968	10	75532049	75540009	ENSG00000196968.6	FUT11
ENSG00000196975	2	69871557	70053596	ENSG00000196975.10	ANXA4
ENSG00000196976	X	153706028	153707596	ENSG00000196976.5	LAGE3
ENSG00000196981	3	122130715	122134882	ENSG00000196981.2	WDR5B
ENSG00000196990	9	136444079	136451319	ENSG00000196990.4	FAM163B
ENSG00000196998	X	48929385	48958108	ENSG00000196998.11	WDR45
ENSG00000197006	16	21608539	21668794	ENSG00000197006.9	METTL9
ENSG00000197008	7	64254766	64294054	ENSG00000197008.5	ZNF138
ENSG00000197013	19	21679484	21739072	ENSG00000197013.5	ZNF429
ENSG00000197016	19	57078880	57100279	ENSG00000197016.7	ZNF470
ENSG00000197019	19	40927499	40931932	ENSG00000197019.4	SERTAD1
ENSG00000197020	19	21905568	21950430	ENSG00000197020.6	ZNF100
ENSG00000197021	X	149097745	149107029	ENSG00000197021.4	CXorf40B
ENSG00000197024	7	148823508	148880116	ENSG00000197024.4	ZNF398
ENSG00000197037	7	99214569	99230030	ENSG00000197037.6	ZSCAN25
ENSG00000197043	5	150480273	150537443	ENSG00000197043.9	ANXA6
ENSG00000197044	19	11877815	11894893	ENSG00000197044.6	ZNF441
ENSG00000197045	14	54941202	54955914	ENSG00000197045.8	GMFB
ENSG00000197046	18	43405477	43424045	ENSG00000197046.7	SIGLEC15
ENSG00000197050	19	37498759	37621216	ENSG00000197050.6	ZNF420
ENSG00000197054	19	12035890	12091196	ENSG00000197054.7	ZNF763
ENSG00000197056	1	35525387	35581460	ENSG00000197056.5	ZMYM1
ENSG00000197057	4	36283244	36347378	ENSG00000197057.4	DTHD1
ENSG00000197061	6	26104104	26104518	ENSG00000197061.3	HIST1H4C
ENSG00000197063	17	79876146	79885590	ENSG00000197063.6	MAFG
ENSG00000197070	9	140500106	140509812	ENSG00000197070.9	ARRDC1
ENSG00000197079	17	39632941	39637392	ENSG00000197079.4	KRT35
ENSG00000197081	6	160390131	160534539	ENSG00000197081.8	IGF2R
ENSG00000197084	1	152777311	152779107	ENSG00000197084.4	LCE1C
ENSG00000197093	7	99756867	99766373	ENSG00000197093.6	GAL3ST4
ENSG00000197102	14	102430865	102517129	ENSG00000197102.6	DYNC1H1
ENSG00000197106	1	110693108	110744824	ENSG00000197106.6	SLC6A17
ENSG00000197110	19	39734246	39735646	ENSG00000197110.4	IFNL3
ENSG00000197111	12	53835525	53874946	ENSG00000197111.11	PCBP2
ENSG00000197114	20	62338817	62367494	ENSG00000197114.7	ZGPAT
ENSG00000197119	14	100757448	100772884	ENSG00000197119.8	SLC25A29
ENSG00000197121	2	197697728	197792520	ENSG00000197121.10	PGAP1
ENSG00000197122	20	35973088	36034453	ENSG00000197122.7	SRC
ENSG00000197123	7	63688852	63727309	ENSG00000197123.5	ZNF679
ENSG00000197124	19	20107867	20150315	ENSG00000197124.7	ZNF682
ENSG00000197125	11	124310022	124311054	ENSG00000197125.2	OR8B8
ENSG00000197128	19	57978031	57988938	ENSG00000197128.7	ZNF772
ENSG00000197134	19	22235254	22274282	ENSG00000197134.7	ZNF257
ENSG00000197136	11	65383244	65404910	ENSG00000197136.4	PCNXL3
ENSG00000197140	8	38964509	39142430	ENSG00000197140.10	ADAM32
ENSG00000197142	10	114133776	114188138	ENSG00000197142.6	ACSL5
ENSG00000197147	1	89990395	90063423	ENSG00000197147.8	LRRC8B
ENSG00000197150	7	150725510	150744869	ENSG00000197150.8	ABCB8
ENSG00000197153	6	27858093	27860884	ENSG00000197153.3	HIST1H3J
ENSG00000197157	7	127292234	127732661	ENSG00000197157.6	SND1
ENSG00000197162	16	30585061	30597092	ENSG00000197162.8	ZNF785
ENSG00000197165	16	28603264	28608430	ENSG00000197165.6	SULT1A2
ENSG00000197168	13	52611093	52703214	ENSG00000197168.7	NEK5
ENSG00000197170	17	65334032	65362743	ENSG00000197170.5	PSMD12
ENSG00000197172	X	151867214	151870825	ENSG00000197172.6	MAGEA6
ENSG00000197177	10	134884433	134945179	ENSG00000197177.11	GPR123
ENSG00000197181	8	22132810	22215076	ENSG00000197181.7	PIWIL2
ENSG00000197183	20	31030862	31172876	ENSG00000197183.8	C20orf112
ENSG00000197208	5	131630136	131679899	ENSG00000197208.5	SLC22A4
ENSG00000197213	19	56700939	56709289	ENSG00000197213.5	ZSCAN5B
ENSG00000197217	8	23243296	23315208	ENSG00000197217.8	ENTPD4
ENSG00000197223	2	68268262	68338080	ENSG00000197223.7	C1D
ENSG00000197226	5	179289066	179334859	ENSG00000197226.8	TBC1D9B
ENSG00000197233	9	125273081	125274022	ENSG00000197233.7	OR1J2
ENSG00000197238	6	27791884	27792257	ENSG00000197238.3	HIST1H4J
ENSG00000197241	1	9063359	9086404	ENSG00000197241.3	SLC2A7
ENSG00000197245	1	26485511	26489119	ENSG00000197245.4	FAM110D
ENSG00000197249	14	94843084	94857030	ENSG00000197249.8	SERPINA1
ENSG00000197256	19	11274943	11308467	ENSG00000197256.6	KANK2
ENSG00000197261	6	49518113	49529620	ENSG00000197261.7	C6orf141
ENSG00000197262	17	34639793	34641846	ENSG00000197262.8	CCL4L2
ENSG00000197263	11	124189134	124190184	ENSG00000197263.2	OR8D2
ENSG00000197265	8	30435835	30515768	ENSG00000197265.4	GTF2E2
ENSG00000197272	16	28510683	28523372	ENSG00000197272.2	IL27
ENSG00000197273	1	42628362	42630389	ENSG00000197273.3	GUCA2A
ENSG00000197275	8	95384188	95487337	ENSG00000197275.8	RAD54B
ENSG00000197279	6	28048753	28057341	ENSG00000197279.3	ZNF165
ENSG00000197283	6	33387847	33421466	ENSG00000197283.8	SYNGAP1
ENSG00000197296	20	42931478	42939809	ENSG00000197296.5	FITM2
ENSG00000197299	15	91260558	91358859	ENSG00000197299.6	BLM
ENSG00000197302	16	31724550	31806190	ENSG00000197302.6	ZNF720
ENSG00000197309	11	124055923	124056952	ENSG00000197309.2	OR10D3
ENSG00000197312	1	15943995	15995539	ENSG00000197312.7	DDI2
ENSG00000197321	10	29746267	30025710	ENSG00000197321.10	SVIL
ENSG00000197322	17	32901142	32906388	ENSG00000197322.1	C17orf102
ENSG00000197323	1	114935399	115053781	ENSG00000197323.6	TRIM33
ENSG00000197324	14	23340822	23350789	ENSG00000197324.4	LRP10
ENSG00000197329	2	64319786	64371588	ENSG00000197329.7	PELI1
ENSG00000197343	7	99156029	99174076	ENSG00000197343.6	ZNF655
ENSG00000197345	11	68658744	68671303	ENSG00000197345.8	MRPL21
ENSG00000197353	8	143831568	143833952	ENSG00000197353.3	LYPD2
ENSG00000197355	9	139971953	139978991	ENSG00000197355.6	UAP1L1
ENSG00000197360	19	22573821	22715287	ENSG00000197360.5	ZNF98
ENSG00000197361	15	63889552	63894627	ENSG00000197361.5	FBXL22
ENSG00000197362	7	148766735	148787874	ENSG00000197362.9	ZNF786
ENSG00000197363	8	146024261	146036554	ENSG00000197363.5	ZNF517
ENSG00000197364	1	153409534	153412425	ENSG00000197364.6	S100A7L2
ENSG00000197372	19	23708433	23870022	ENSG00000197372.5	ZNF675
ENSG00000197375	5	131705444	131731306	ENSG00000197375.8	SLC22A5
ENSG00000197376	12	48901137	48923680	ENSG00000197376.2	OR8S1
ENSG00000197380	19	47150869	47164395	ENSG00000197380.6	DACT3
ENSG00000197381	21	46493768	46646478	ENSG00000197381.11	ADARB1
ENSG00000197385	3	32023263	32033120	ENSG00000197385.5	ZNF860
ENSG00000197386	4	3076408	3245676	ENSG00000197386.6	HTT
ENSG00000197403	1	158735466	158736492	ENSG00000197403.2	OR6N1
ENSG00000197405	19	47793280	47825323	ENSG00000197405.3	C5AR1
ENSG00000197406	14	102027688	102029789	ENSG00000197406.6	DIO3
ENSG00000197408	19	41497204	41524303	ENSG00000197408.4	CYP2B6
ENSG00000197409	6	26197068	26199521	ENSG00000197409.6	HIST1H3D
ENSG00000197410	4	155153399	155412930	ENSG00000197410.8	DCHS2
ENSG00000197414	15	22736246	22746002	ENSG00000197414.8	GOLGA6L1
ENSG00000197415	3	156977531	157251408	ENSG00000197415.7	VEPH1
ENSG00000197416	8	82437216	82443613	ENSG00000197416.4	FABP12
ENSG00000197417	17	3511556	3539616	ENSG00000197417.7	SHPK
ENSG00000197428	11	4660945	4662068	ENSG00000197428.2	OR51D1
ENSG00000197429	1	46159996	46216322	ENSG00000197429.6	IPP
ENSG00000197430	10	98102973	98119092	ENSG00000197430.6	OPALIN
ENSG00000197437	1	247835320	247836365	ENSG00000197437.2	OR13G1
ENSG00000197442	6	136878185	137113656	ENSG00000197442.8	MAP3K5
ENSG00000197444	10	50942689	50970425	ENSG00000197444.5	OGDHL
ENSG00000197446	19	41620337	41634271	ENSG00000197446.4	CYP2F1
ENSG00000197448	7	142941186	142967947	ENSG00000197448.9	GSTK1
ENSG00000197451	5	177631508	177638164	ENSG00000197451.6	HNRNPAB
ENSG00000197454	1	248185250	248186188	ENSG00000197454.1	OR2L5
ENSG00000197457	20	62271061	62284780	ENSG00000197457.5	STMN3
ENSG00000197459	6	26251879	26252303	ENSG00000197459.2	HIST1H2BH
ENSG00000197461	7	536895	559933	ENSG00000197461.9	PDGFA
ENSG00000197465	4	144792020	144826716	ENSG00000197465.9	GYPE
ENSG00000197467	10	71561644	71724031	ENSG00000197467.9	COL13A1
ENSG00000197471	16	29674300	29682187	ENSG00000197471.7	SPN
ENSG00000197472	1	247108849	247171395	ENSG00000197472.10	ZNF695
ENSG00000197479	5	140579183	140582618	ENSG00000197479.4	PCDHB11
ENSG00000197483	19	55987699	55995854	ENSG00000197483.8	ZNF628
ENSG00000197487	19	56687389	56697144	ENSG00000197487.4	GALP
ENSG00000197496	20	45338126	45364965	ENSG00000197496.4	SLC2A10
ENSG00000197497	19	53662466	53696639	ENSG00000197497.6	ZNF665
ENSG00000197498	6	111303218	111349466	ENSG00000197498.8	RPF2
ENSG00000197506	9	86890372	86955672	ENSG00000197506.6	SLC28A3
ENSG00000197520	1	222910549	222924147	ENSG00000197520.6	FAM177B
ENSG00000197530	1	1550795	1565990	ENSG00000197530.8	MIB2
ENSG00000197532	1	158516918	158517895	ENSG00000197532.1	OR6Y1
ENSG00000197535	15	52599480	52821247	ENSG00000197535.10	MYO5A
ENSG00000197536	5	131746328	131811736	ENSG00000197536.6	C5orf56
ENSG00000197540	19	544034	549919	ENSG00000197540.3	GZMM
ENSG00000197548	3	11313995	11599139	ENSG00000197548.8	ATG7
ENSG00000197555	14	71787166	72207946	ENSG00000197555.5	SIPA1L1
ENSG00000197557	2	178477720	178483694	ENSG00000197557.6	TTC30A
ENSG00000197561	19	851014	856242	ENSG00000197561.2	ELANE
ENSG00000197562	16	639357	679272	ENSG00000197562.5	RAB40C
ENSG00000197563	18	59710800	59854351	ENSG00000197563.5	PIGN
ENSG00000197565	X	107386780	107682727	ENSG00000197565.11	COL4A6
ENSG00000197566	17	16524051	16557170	ENSG00000197566.5	ZNF624
ENSG00000197568	1	70820488	70851022	ENSG00000197568.9	HHLA3
ENSG00000197576	7	27168126	27170418	ENSG00000197576.9	HOXA4
ENSG00000197579	9	32540542	32552551	ENSG00000197579.3	TOPORS
ENSG00000197580	11	112046190	112095422	ENSG00000197580.7	BCO2
ENSG00000197584	3	177990720	178562217	ENSG00000197584.7	KCNMB2
ENSG00000197586	20	25176329	25207365	ENSG00000197586.8	ENTPD6
ENSG00000197587	1	46972668	46979898	ENSG00000197587.6	DMBX1
ENSG00000197591	1	248004199	248005254	ENSG00000197591.2	OR11L1
ENSG00000197594	6	132129156	132216295	ENSG00000197594.7	ENPP1
ENSG00000197595	13	113301358	113338811	ENSG00000197595.1	C13orf35
ENSG00000197599	16	1484384	1494557	ENSG00000197599.8	CCDC154
ENSG00000197601	11	13690217	13753893	ENSG00000197601.8	FAR1
ENSG00000197603	5	37106330	37249530	ENSG00000197603.9	C5orf42
ENSG00000197608	19	52567719	52599018	ENSG00000197608.7	ZNF841
ENSG00000197614	12	8789942	8815484	ENSG00000197614.6	MFAP5
ENSG00000197616	14	23851199	23877486	ENSG00000197616.7	MYH6
ENSG00000197619	19	52494585	52511483	ENSG00000197619.9	ZNF615
ENSG00000197620	X	148621900	148632055	ENSG00000197620.6	CXorf40A
ENSG00000197622	1	151023447	151042801	ENSG00000197622.8	CDC42SE1
ENSG00000197629	11	58975983	58980424	ENSG00000197629.5	MPEG1
ENSG00000197632	18	61538926	61571124	ENSG00000197632.4	SERPINB2
ENSG00000197635	2	162848751	162931052	ENSG00000197635.5	DPP4
ENSG00000197641	18	61254223	61271873	ENSG00000197641.7	SERPINB13
ENSG00000197646	9	5510545	5571282	ENSG00000197646.6	PDCD1LG2
ENSG00000197647	19	12125547	12146556	ENSG00000197647.7	ZNF433
ENSG00000197651	12	91299399	91348953	ENSG00000197651.3	CCER1
ENSG00000197653	12	124247042	124420753	ENSG00000197653.10	DNAH10
ENSG00000197658	11	62847412	62911693	ENSG00000197658.5	SLC22A24
ENSG00000197681	17	36337711	36358166	ENSG00000197681.8	TBC1D3
ENSG00000197683	21	31691452	31692607	ENSG00000197683.3	KRTAP26-1
ENSG00000197694	9	131314866	131395941	ENSG00000197694.9	SPTAN1
ENSG00000197696	15	85198360	85201794	ENSG00000197696.5	NMB
ENSG00000197697	6	26183958	26184454	ENSG00000197697.3	HIST1H2BE
ENSG00000197702	11	12398732	12552348	ENSG00000197702.7	PARVA
ENSG00000197705	18	30252634	30353025	ENSG00000197705.5	KLHL14
ENSG00000197706	12	55640982	55642086	ENSG00000197706.3	OR6C74
ENSG00000197712	4	38869298	38947360	ENSG00000197712.7	FAM114A1
ENSG00000197713	2	210867289	210886300	ENSG00000197713.10	RPE
ENSG00000197714	19	57791419	57804937	ENSG00000197714.4	ZNF460
ENSG00000197721	1	207818458	207911761	ENSG00000197721.12	CR1L
ENSG00000197723	17	40274756	40275371	ENSG00000197723.3	HSPB9
ENSG00000197724	9	96338689	96441869	ENSG00000197724.6	PHF2
ENSG00000197728	12	56435637	56438116	ENSG00000197728.5	RPS26
ENSG00000197734	14	78227173	78236085	ENSG00000197734.4	C14orf178
ENSG00000197745	11	62063754	62066536	ENSG00000197745.1	SCGB1D4
